"date","state","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","abb"
2021-01-12,"Alabama",1.45,0.15,"AL"
2021-01-13,"Alabama",1.53,0.19,"AL"
2021-01-14,"Alabama",1.64,NA,"AL"
2021-01-15,"Alabama",1.77,0.28,"AL"
2021-01-16,"Alabama",NA,NA,"AL"
2021-01-17,"Alabama",NA,NA,"AL"
2021-01-18,"Alabama",NA,NA,"AL"
2021-01-19,"Alabama",2.33,0.33,"AL"
2021-01-20,"Alabama",2.47,0.37,"AL"
2021-01-21,"Alabama",2.95,0.44,"AL"
2021-01-22,"Alabama",3.56,0.51,"AL"
2021-01-23,"Alabama",3.96,0.56,"AL"
2021-01-24,"Alabama",4.36,0.61,"AL"
2021-01-25,"Alabama",4.5,0.61,"AL"
2021-01-26,"Alabama",4.57,0.63,"AL"
2021-01-27,"Alabama",4.74,0.69,"AL"
2021-01-28,"Alabama",4.92,0.76,"AL"
2021-01-29,"Alabama",5.23,0.9,"AL"
2021-01-30,"Alabama",5.88,1.1,"AL"
2021-01-31,"Alabama",6.08,1.13,"AL"
2021-02-01,"Alabama",6.15,1.15,"AL"
2021-02-02,"Alabama",6.38,1.2,"AL"
2021-02-03,"Alabama",6.63,1.28,"AL"
2021-02-04,"Alabama",6.91,1.41,"AL"
2021-02-05,"Alabama",7.21,1.56,"AL"
2021-02-06,"Alabama",7.55,1.72,"AL"
2021-02-07,"Alabama",7.66,1.76,"AL"
2021-02-08,"Alabama",7.72,1.8,"AL"
2021-02-09,"Alabama",8.06,1.94,"AL"
2021-02-10,"Alabama",8.41,2.09,"AL"
2021-02-11,"Alabama",8.8,2.26,"AL"
2021-02-12,"Alabama",9.14,2.49,"AL"
2021-02-13,"Alabama",9.53,2.71,"AL"
2021-02-14,"Alabama",9.67,2.79,"AL"
2021-02-15,"Alabama",NA,NA,"AL"
2021-02-16,"Alabama",9.92,3.04,"AL"
2021-02-17,"Alabama",10.08,3.15,"AL"
2021-02-18,"Alabama",10.31,3.37,"AL"
2021-02-19,"Alabama",11.12,3.92,"AL"
2021-02-20,"Alabama",11.44,4.37,"AL"
2021-02-21,"Alabama",11.57,4.48,"AL"
2021-02-22,"Alabama",11.91,4.65,"AL"
2021-02-23,"Alabama",12.11,4.88,"AL"
2021-02-24,"Alabama",12.33,5.17,"AL"
2021-02-25,"Alabama",12.54,5.48,"AL"
2021-02-26,"Alabama",12.79,5.83,"AL"
2021-02-27,"Alabama",13.12,6.28,"AL"
2021-02-28,"Alabama",13.25,6.39,"AL"
2021-03-01,"Alabama",13.32,6.45,"AL"
2021-03-02,"Alabama",13.53,6.73,"AL"
2021-03-03,"Alabama",13.76,7.07,"AL"
2021-03-04,"Alabama",14.05,7.45,"AL"
2021-03-05,"Alabama",14.36,7.81,"AL"
2021-03-06,"Alabama",14.71,8.2,"AL"
2021-03-07,"Alabama",14.84,8.3,"AL"
2021-03-08,"Alabama",14.95,8.36,"AL"
2021-03-09,"Alabama",15.24,8.57,"AL"
2021-03-10,"Alabama",15.67,8.87,"AL"
2021-03-11,"Alabama",16.13,9.23,"AL"
2021-03-12,"Alabama",16.65,9.63,"AL"
2021-03-13,"Alabama",17.16,10.05,"AL"
2021-03-14,"Alabama",17.32,10.15,"AL"
2021-03-15,"Alabama",17.42,10.22,"AL"
2021-03-16,"Alabama",17.77,10.44,"AL"
2021-03-17,"Alabama",18.23,10.68,"AL"
2021-03-18,"Alabama",18.61,10.88,"AL"
2021-03-19,"Alabama",19.12,11.16,"AL"
2021-03-20,"Alabama",19.59,11.45,"AL"
2021-03-21,"Alabama",19.75,11.56,"AL"
2021-03-22,"Alabama",19.84,11.61,"AL"
2021-03-23,"Alabama",20.28,11.82,"AL"
2021-03-24,"Alabama",20.8,12.03,"AL"
2021-03-25,"Alabama",21.39,12.25,"AL"
2021-03-26,"Alabama",21.88,12.48,"AL"
2021-03-27,"Alabama",22.41,12.71,"AL"
2021-03-28,"Alabama",22.6,12.82,"AL"
2021-03-29,"Alabama",22.72,12.88,"AL"
2021-03-30,"Alabama",23.14,13.12,"AL"
2021-03-31,"Alabama",23.56,13.4,"AL"
2021-04-01,"Alabama",24.15,13.74,"AL"
2021-04-02,"Alabama",24.71,14.09,"AL"
2021-04-03,"Alabama",25.17,14.38,"AL"
2021-04-04,"Alabama",25.34,14.48,"AL"
2021-04-05,"Alabama",25.45,14.51,"AL"
2021-04-06,"Alabama",25.86,14.79,"AL"
2021-04-07,"Alabama",26.34,15.19,"AL"
2021-04-08,"Alabama",26.88,15.59,"AL"
2021-04-09,"Alabama",27.42,16.08,"AL"
2021-04-10,"Alabama",27.97,16.55,"AL"
2021-04-11,"Alabama",28.21,16.71,"AL"
2021-04-12,"Alabama",28.34,16.81,"AL"
2021-01-12,"Alaska",3.07,0.74,"AK"
2021-01-13,"Alaska",3.35,0.84,"AK"
2021-01-14,"Alaska",4.85,NA,"AK"
2021-01-15,"Alaska",5.41,1.29,"AK"
2021-01-16,"Alaska",NA,NA,"AK"
2021-01-17,"Alaska",NA,NA,"AK"
2021-01-18,"Alaska",NA,NA,"AK"
2021-01-19,"Alaska",7.58,1.48,"AK"
2021-01-20,"Alaska",7.78,1.54,"AK"
2021-01-21,"Alaska",8.13,1.69,"AK"
2021-01-22,"Alaska",9.19,1.88,"AK"
2021-01-23,"Alaska",9.98,2.08,"AK"
2021-01-24,"Alaska",10.65,2.21,"AK"
2021-01-25,"Alaska",10.97,2.28,"AK"
2021-01-26,"Alaska",11.1,2.3,"AK"
2021-01-27,"Alaska",11.4,2.47,"AK"
2021-01-28,"Alaska",11.71,2.74,"AK"
2021-01-29,"Alaska",12.12,2.95,"AK"
2021-01-30,"Alaska",12.55,3.19,"AK"
2021-01-31,"Alaska",12.97,3.36,"AK"
2021-02-01,"Alaska",13.18,3.48,"AK"
2021-02-02,"Alaska",13.27,3.58,"AK"
2021-02-03,"Alaska",13.41,3.76,"AK"
2021-02-04,"Alaska",13.61,4.12,"AK"
2021-02-05,"Alaska",13.84,4.46,"AK"
2021-02-06,"Alaska",14.1,4.89,"AK"
2021-02-07,"Alaska",14.53,5.41,"AK"
2021-02-08,"Alaska",15.02,5.58,"AK"
2021-02-09,"Alaska",15.16,5.7,"AK"
2021-02-10,"Alaska",15.37,5.95,"AK"
2021-02-11,"Alaska",15.86,6.29,"AK"
2021-02-12,"Alaska",16.16,6.69,"AK"
2021-02-13,"Alaska",16.74,7.16,"AK"
2021-02-14,"Alaska",17.28,7.81,"AK"
2021-02-15,"Alaska",NA,NA,"AK"
2021-02-16,"Alaska",17.72,8.33,"AK"
2021-02-17,"Alaska",17.87,8.54,"AK"
2021-02-18,"Alaska",18.25,8.92,"AK"
2021-02-19,"Alaska",19.67,9.83,"AK"
2021-02-20,"Alaska",20.27,10.75,"AK"
2021-02-21,"Alaska",20.83,11.25,"AK"
2021-02-22,"Alaska",20.99,11.5,"AK"
2021-02-23,"Alaska",21.14,11.58,"AK"
2021-02-24,"Alaska",21.36,11.87,"AK"
2021-02-25,"Alaska",21.71,12.33,"AK"
2021-02-26,"Alaska",22.09,12.61,"AK"
2021-02-27,"Alaska",22.38,13.03,"AK"
2021-02-28,"Alaska",22.79,13.34,"AK"
2021-03-01,"Alaska",22.97,13.66,"AK"
2021-03-02,"Alaska",23.05,13.79,"AK"
2021-03-03,"Alaska",23.32,14,"AK"
2021-03-04,"Alaska",23.57,14.23,"AK"
2021-03-05,"Alaska",23.87,14.57,"AK"
2021-03-06,"Alaska",24.36,15.04,"AK"
2021-03-07,"Alaska",24.74,15.55,"AK"
2021-03-08,"Alaska",24.91,15.81,"AK"
2021-03-09,"Alaska",25.28,16.04,"AK"
2021-03-10,"Alaska",25.74,16.28,"AK"
2021-03-11,"Alaska",26.07,16.7,"AK"
2021-03-12,"Alaska",26.51,16.97,"AK"
2021-03-13,"Alaska",26.99,17.31,"AK"
2021-03-14,"Alaska",27.67,17.89,"AK"
2021-03-15,"Alaska",28.06,18.12,"AK"
2021-03-16,"Alaska",28.21,18.3,"AK"
2021-03-17,"Alaska",28.83,18.56,"AK"
2021-03-18,"Alaska",29.18,18.93,"AK"
2021-03-19,"Alaska",29.63,19.16,"AK"
2021-03-20,"Alaska",30.23,19.6,"AK"
2021-03-21,"Alaska",31.21,19.95,"AK"
2021-03-22,"Alaska",31.52,20.08,"AK"
2021-03-23,"Alaska",31.62,20.12,"AK"
2021-03-24,"Alaska",31.86,20.33,"AK"
2021-03-25,"Alaska",32.27,20.64,"AK"
2021-03-26,"Alaska",32.75,21.01,"AK"
2021-03-27,"Alaska",33.18,21.42,"AK"
2021-03-28,"Alaska",33.54,21.9,"AK"
2021-03-29,"Alaska",33.7,22,"AK"
2021-03-30,"Alaska",33.78,22.08,"AK"
2021-03-31,"Alaska",34,22.3,"AK"
2021-04-01,"Alaska",34.23,22.6,"AK"
2021-04-02,"Alaska",34.53,22.91,"AK"
2021-04-03,"Alaska",34.76,23.34,"AK"
2021-04-04,"Alaska",35.18,24.17,"AK"
2021-04-05,"Alaska",35.32,24.45,"AK"
2021-04-06,"Alaska",35.39,24.52,"AK"
2021-04-07,"Alaska",35.63,24.87,"AK"
2021-04-08,"Alaska",35.97,25.51,"AK"
2021-04-09,"Alaska",36.29,25.97,"AK"
2021-04-10,"Alaska",36.72,26.63,"AK"
2021-04-11,"Alaska",37.02,27.17,"AK"
2021-04-12,"Alaska",37.21,27.58,"AK"
2021-01-12,"Arizona",1.31,0.11,"AZ"
2021-01-13,"Arizona",1.43,0.17,"AZ"
2021-01-14,"Arizona",2.16,NA,"AZ"
2021-01-15,"Arizona",2.42,0.29,"AZ"
2021-01-16,"Arizona",NA,NA,"AZ"
2021-01-17,"Arizona",NA,NA,"AZ"
2021-01-18,"Arizona",NA,NA,"AZ"
2021-01-19,"Arizona",3.23,0.42,"AZ"
2021-01-20,"Arizona",3.39,0.48,"AZ"
2021-01-21,"Arizona",3.6,0.57,"AZ"
2021-01-22,"Arizona",3.85,0.67,"AZ"
2021-01-23,"Arizona",4.2,0.76,"AZ"
2021-01-24,"Arizona",4.56,0.8,"AZ"
2021-01-25,"Arizona",4.82,0.86,"AZ"
2021-01-26,"Arizona",5.03,0.89,"AZ"
2021-01-27,"Arizona",5.35,0.95,"AZ"
2021-01-28,"Arizona",5.67,1.02,"AZ"
2021-01-29,"Arizona",6.04,1.11,"AZ"
2021-01-30,"Arizona",6.46,1.2,"AZ"
2021-01-31,"Arizona",6.88,1.27,"AZ"
2021-02-01,"Arizona",7.2,1.31,"AZ"
2021-02-02,"Arizona",7.34,1.33,"AZ"
2021-02-03,"Arizona",7.6,1.4,"AZ"
2021-02-04,"Arizona",7.88,1.53,"AZ"
2021-02-05,"Arizona",8.21,1.67,"AZ"
2021-02-06,"Arizona",8.65,1.87,"AZ"
2021-02-07,"Arizona",9.03,2.08,"AZ"
2021-02-08,"Arizona",9.32,2.22,"AZ"
2021-02-09,"Arizona",9.56,2.29,"AZ"
2021-02-10,"Arizona",9.88,2.44,"AZ"
2021-02-11,"Arizona",10.27,2.65,"AZ"
2021-02-12,"Arizona",10.72,2.86,"AZ"
2021-02-13,"Arizona",11.14,3.11,"AZ"
2021-02-14,"Arizona",11.54,3.37,"AZ"
2021-02-15,"Arizona",NA,NA,"AZ"
2021-02-16,"Arizona",12.17,3.63,"AZ"
2021-02-17,"Arizona",12.27,3.68,"AZ"
2021-02-18,"Arizona",12.56,3.9,"AZ"
2021-02-19,"Arizona",14.24,4.61,"AZ"
2021-02-20,"Arizona",14.62,4.89,"AZ"
2021-02-21,"Arizona",14.95,5.17,"AZ"
2021-02-22,"Arizona",14.88,5.31,"AZ"
2021-02-23,"Arizona",15.05,5.4,"AZ"
2021-02-24,"Arizona",15.26,5.59,"AZ"
2021-02-25,"Arizona",15.61,5.94,"AZ"
2021-02-26,"Arizona",16.05,6.35,"AZ"
2021-02-27,"Arizona",16.42,6.74,"AZ"
2021-02-28,"Arizona",16.77,7.22,"AZ"
2021-03-01,"Arizona",17.1,7.64,"AZ"
2021-03-02,"Arizona",17.35,7.91,"AZ"
2021-03-03,"Arizona",17.55,8.26,"AZ"
2021-03-04,"Arizona",17.84,8.62,"AZ"
2021-03-05,"Arizona",18.2,9.04,"AZ"
2021-03-06,"Arizona",18.25,9.1,"AZ"
2021-03-07,"Arizona",19.08,9.82,"AZ"
2021-03-08,"Arizona",19.46,10.14,"AZ"
2021-03-09,"Arizona",19.72,10.31,"AZ"
2021-03-10,"Arizona",20.12,10.54,"AZ"
2021-03-11,"Arizona",20.56,10.88,"AZ"
2021-03-12,"Arizona",21.01,11.35,"AZ"
2021-03-13,"Arizona",21.47,11.8,"AZ"
2021-03-14,"Arizona",22.02,12.25,"AZ"
2021-03-15,"Arizona",22.39,12.55,"AZ"
2021-03-16,"Arizona",22.74,12.91,"AZ"
2021-03-17,"Arizona",23.11,13.13,"AZ"
2021-03-18,"Arizona",23.59,13.45,"AZ"
2021-03-19,"Arizona",23.63,13.49,"AZ"
2021-03-20,"Arizona",24.21,13.8,"AZ"
2021-03-21,"Arizona",24.8,14.14,"AZ"
2021-03-22,"Arizona",25.21,14.41,"AZ"
2021-03-23,"Arizona",25.44,14.56,"AZ"
2021-03-24,"Arizona",25.8,14.76,"AZ"
2021-03-25,"Arizona",26.67,15.23,"AZ"
2021-03-26,"Arizona",27.25,15.51,"AZ"
2021-03-27,"Arizona",27.89,15.85,"AZ"
2021-03-28,"Arizona",28.48,16.25,"AZ"
2021-03-29,"Arizona",28.92,16.56,"AZ"
2021-03-30,"Arizona",29.2,16.77,"AZ"
2021-03-31,"Arizona",29.64,17.07,"AZ"
2021-04-01,"Arizona",30.14,17.41,"AZ"
2021-04-02,"Arizona",30.71,17.84,"AZ"
2021-04-03,"Arizona",31.28,18.3,"AZ"
2021-04-04,"Arizona",31.77,18.77,"AZ"
2021-04-05,"Arizona",32.13,19.13,"AZ"
2021-04-06,"Arizona",32.33,19.23,"AZ"
2021-04-07,"Arizona",32.68,19.53,"AZ"
2021-04-08,"Arizona",33.14,19.97,"AZ"
2021-04-09,"Arizona",33.7,20.55,"AZ"
2021-04-10,"Arizona",34.28,21.16,"AZ"
2021-04-11,"Arizona",34.8,21.69,"AZ"
2021-04-12,"Arizona",35.15,22.01,"AZ"
2021-01-12,"Arkansas",1.3,0,"AR"
2021-01-13,"Arkansas",2.67,0.43,"AR"
2021-01-14,"Arkansas",2.99,NA,"AR"
2021-01-15,"Arkansas",3.24,0.62,"AR"
2021-01-16,"Arkansas",NA,NA,"AR"
2021-01-17,"Arkansas",NA,NA,"AR"
2021-01-18,"Arkansas",NA,NA,"AR"
2021-01-19,"Arkansas",3.94,0.72,"AR"
2021-01-20,"Arkansas",4.8,0.88,"AR"
2021-01-21,"Arkansas",4.8,0.88,"AR"
2021-01-22,"Arkansas",5.56,1.05,"AR"
2021-01-23,"Arkansas",5.56,1.05,"AR"
2021-01-24,"Arkansas",5.94,1.08,"AR"
2021-01-25,"Arkansas",6.15,1.1,"AR"
2021-01-26,"Arkansas",6.52,1.23,"AR"
2021-01-27,"Arkansas",6.94,1.36,"AR"
2021-01-28,"Arkansas",6.94,1.36,"AR"
2021-01-29,"Arkansas",7.34,1.52,"AR"
2021-01-30,"Arkansas",7.75,1.73,"AR"
2021-01-31,"Arkansas",8.11,1.86,"AR"
2021-02-01,"Arkansas",8.28,1.94,"AR"
2021-02-02,"Arkansas",8.35,1.98,"AR"
2021-02-03,"Arkansas",8.49,2.1,"AR"
2021-02-04,"Arkansas",8.83,2.28,"AR"
2021-02-05,"Arkansas",9.09,2.45,"AR"
2021-02-06,"Arkansas",9.61,2.7,"AR"
2021-02-07,"Arkansas",9.95,2.99,"AR"
2021-02-08,"Arkansas",10.09,3.12,"AR"
2021-02-09,"Arkansas",10.14,3.15,"AR"
2021-02-10,"Arkansas",10.32,3.44,"AR"
2021-02-11,"Arkansas",10.5,3.67,"AR"
2021-02-12,"Arkansas",10.79,3.93,"AR"
2021-02-13,"Arkansas",10.94,4.11,"AR"
2021-02-14,"Arkansas",11.22,4.33,"AR"
2021-02-15,"Arkansas",NA,NA,"AR"
2021-02-16,"Arkansas",11.39,4.52,"AR"
2021-02-17,"Arkansas",11.44,4.58,"AR"
2021-02-18,"Arkansas",11.49,4.66,"AR"
2021-02-19,"Arkansas",12.03,5,"AR"
2021-02-20,"Arkansas",12.09,5.06,"AR"
2021-02-21,"Arkansas",12.18,5.22,"AR"
2021-02-22,"Arkansas",12.3,5.36,"AR"
2021-02-23,"Arkansas",12.38,5.44,"AR"
2021-02-24,"Arkansas",12.56,5.73,"AR"
2021-02-25,"Arkansas",12.77,6.12,"AR"
2021-02-26,"Arkansas",13.09,6.64,"AR"
2021-02-27,"Arkansas",13.45,7.1,"AR"
2021-02-28,"Arkansas",13.9,7.54,"AR"
2021-03-01,"Arkansas",14.1,7.74,"AR"
2021-03-02,"Arkansas",14.31,7.84,"AR"
2021-03-03,"Arkansas",14.66,8.05,"AR"
2021-03-04,"Arkansas",15,8.28,"AR"
2021-03-05,"Arkansas",15.4,8.53,"AR"
2021-03-06,"Arkansas",15.81,8.79,"AR"
2021-03-07,"Arkansas",16.21,9.09,"AR"
2021-03-08,"Arkansas",16.39,9.19,"AR"
2021-03-09,"Arkansas",16.62,9.27,"AR"
2021-03-10,"Arkansas",17.02,9.45,"AR"
2021-03-11,"Arkansas",17.05,9.47,"AR"
2021-03-12,"Arkansas",17.96,9.85,"AR"
2021-03-13,"Arkansas",19.19,10.27,"AR"
2021-03-14,"Arkansas",19.19,10.27,"AR"
2021-03-15,"Arkansas",19.43,10.38,"AR"
2021-03-16,"Arkansas",19.53,10.44,"AR"
2021-03-17,"Arkansas",19.95,10.58,"AR"
2021-03-18,"Arkansas",20.4,10.75,"AR"
2021-03-19,"Arkansas",21.06,10.96,"AR"
2021-03-20,"Arkansas",21.66,11.13,"AR"
2021-03-21,"Arkansas",22.23,11.43,"AR"
2021-03-22,"Arkansas",22.46,11.55,"AR"
2021-03-23,"Arkansas",22.55,11.6,"AR"
2021-03-24,"Arkansas",23,11.84,"AR"
2021-03-25,"Arkansas",23.54,12.15,"AR"
2021-03-26,"Arkansas",24.22,12.47,"AR"
2021-03-27,"Arkansas",24.77,12.88,"AR"
2021-03-28,"Arkansas",25.31,13.37,"AR"
2021-03-29,"Arkansas",25.49,13.51,"AR"
2021-03-30,"Arkansas",25.6,13.59,"AR"
2021-03-31,"Arkansas",26.12,13.9,"AR"
2021-04-01,"Arkansas",26.63,14.34,"AR"
2021-04-02,"Arkansas",27.26,14.9,"AR"
2021-04-03,"Arkansas",28.34,15.94,"AR"
2021-04-04,"Arkansas",28.37,15.97,"AR"
2021-04-05,"Arkansas",28.53,16.15,"AR"
2021-04-06,"Arkansas",28.75,16.22,"AR"
2021-04-07,"Arkansas",29.2,16.68,"AR"
2021-04-08,"Arkansas",29.76,17.19,"AR"
2021-04-09,"Arkansas",30.22,17.67,"AR"
2021-04-10,"Arkansas",30.8,18.28,"AR"
2021-04-11,"Arkansas",31.31,18.8,"AR"
2021-04-12,"Arkansas",31.49,18.98,"AR"
2021-01-12,"California",1.78,0.25,"CA"
2021-01-13,"California",1.88,0.34,"CA"
2021-01-14,"California",2.03,NA,"CA"
2021-01-15,"California",2.19,0.52,"CA"
2021-01-16,"California",NA,NA,"CA"
2021-01-17,"California",NA,NA,"CA"
2021-01-18,"California",NA,NA,"CA"
2021-01-19,"California",3.03,0.66,"CA"
2021-01-20,"California",3.18,0.69,"CA"
2021-01-21,"California",3.38,0.74,"CA"
2021-01-22,"California",3.74,0.81,"CA"
2021-01-23,"California",4.21,0.86,"CA"
2021-01-24,"California",4.65,0.9,"CA"
2021-01-25,"California",4.95,0.94,"CA"
2021-01-26,"California",5.2,0.98,"CA"
2021-01-27,"California",5.46,1.06,"CA"
2021-01-28,"California",5.77,1.16,"CA"
2021-01-29,"California",6.11,1.23,"CA"
2021-01-30,"California",6.49,1.33,"CA"
2021-01-31,"California",6.88,1.41,"CA"
2021-02-01,"California",7.24,1.47,"CA"
2021-02-02,"California",7.44,1.5,"CA"
2021-02-03,"California",7.71,1.55,"CA"
2021-02-04,"California",7.81,1.58,"CA"
2021-02-05,"California",8.17,1.71,"CA"
2021-02-06,"California",8.58,1.84,"CA"
2021-02-07,"California",9.25,2.05,"CA"
2021-02-08,"California",9.65,2.15,"CA"
2021-02-09,"California",9.82,2.22,"CA"
2021-02-10,"California",10.11,2.35,"CA"
2021-02-11,"California",10.4,2.51,"CA"
2021-02-12,"California",10.69,2.74,"CA"
2021-02-13,"California",11,2.98,"CA"
2021-02-14,"California",11.37,3.26,"CA"
2021-02-15,"California",NA,NA,"CA"
2021-02-16,"California",11.92,3.69,"CA"
2021-02-17,"California",12.06,3.82,"CA"
2021-02-18,"California",12.31,4,"CA"
2021-02-19,"California",13.06,4.44,"CA"
2021-02-20,"California",13.38,4.72,"CA"
2021-02-21,"California",13.73,5,"CA"
2021-02-22,"California",13.91,5.18,"CA"
2021-02-23,"California",14.07,5.32,"CA"
2021-02-24,"California",14.27,5.49,"CA"
2021-02-25,"California",14.52,5.72,"CA"
2021-02-26,"California",14.84,6.02,"CA"
2021-02-27,"California",15.17,6.33,"CA"
2021-02-28,"California",15.54,6.6,"CA"
2021-03-01,"California",15.93,6.94,"CA"
2021-03-02,"California",16.5,7.34,"CA"
2021-03-03,"California",16.86,7.57,"CA"
2021-03-04,"California",17.06,7.7,"CA"
2021-03-05,"California",17.38,7.91,"CA"
2021-03-06,"California",17.91,8.25,"CA"
2021-03-07,"California",18.24,8.47,"CA"
2021-03-08,"California",18.52,8.62,"CA"
2021-03-09,"California",18.73,8.72,"CA"
2021-03-10,"California",18.97,8.82,"CA"
2021-03-11,"California",19.24,8.96,"CA"
2021-03-12,"California",19.59,9.15,"CA"
2021-03-13,"California",20.31,9.67,"CA"
2021-03-14,"California",20.32,9.67,"CA"
2021-03-15,"California",20.98,10.13,"CA"
2021-03-16,"California",21.61,10.51,"CA"
2021-03-17,"California",22.39,11,"CA"
2021-03-18,"California",23.03,11.43,"CA"
2021-03-19,"California",23.54,11.76,"CA"
2021-03-20,"California",24.2,12.13,"CA"
2021-03-21,"California",24.89,12.61,"CA"
2021-03-22,"California",25.49,12.91,"CA"
2021-03-23,"California",26.01,13.17,"CA"
2021-03-24,"California",26.63,13.51,"CA"
2021-03-25,"California",27.23,13.87,"CA"
2021-03-26,"California",27.99,14.34,"CA"
2021-03-27,"California",28.66,14.76,"CA"
2021-03-28,"California",29.29,15.14,"CA"
2021-03-29,"California",29.87,15.52,"CA"
2021-03-30,"California",30.19,15.76,"CA"
2021-03-31,"California",30.67,16.07,"CA"
2021-04-01,"California",31.32,16.41,"CA"
2021-04-02,"California",31.95,16.8,"CA"
2021-04-03,"California",32.74,17.25,"CA"
2021-04-04,"California",33.64,17.77,"CA"
2021-04-05,"California",34.24,18.14,"CA"
2021-04-06,"California",34.51,18.35,"CA"
2021-04-07,"California",35.13,18.79,"CA"
2021-04-08,"California",35.74,19.23,"CA"
2021-04-09,"California",36.56,19.8,"CA"
2021-04-10,"California",37.47,20.53,"CA"
2021-04-11,"California",38.28,21.09,"CA"
2021-04-12,"California",38.78,21.41,"CA"
2021-01-12,"Colorado",3.26,0.63,"CO"
2021-01-13,"Colorado",3.44,0.72,"CO"
2021-01-14,"Colorado",3.63,NA,"CO"
2021-01-15,"Colorado",3.89,0.82,"CO"
2021-01-16,"Colorado",NA,NA,"CO"
2021-01-17,"Colorado",NA,NA,"CO"
2021-01-18,"Colorado",NA,NA,"CO"
2021-01-19,"Colorado",4.84,0.87,"CO"
2021-01-20,"Colorado",4.99,0.89,"CO"
2021-01-21,"Colorado",5.15,0.95,"CO"
2021-01-22,"Colorado",5.44,1.08,"CO"
2021-01-23,"Colorado",5.44,1.08,"CO"
2021-01-24,"Colorado",6.17,1.34,"CO"
2021-01-25,"Colorado",6.34,1.4,"CO"
2021-01-26,"Colorado",6.46,1.44,"CO"
2021-01-27,"Colorado",6.63,1.57,"CO"
2021-01-28,"Colorado",6.84,1.71,"CO"
2021-01-29,"Colorado",7.12,1.88,"CO"
2021-01-30,"Colorado",7.35,2.06,"CO"
2021-01-31,"Colorado",7.65,2.17,"CO"
2021-02-01,"Colorado",7.91,2.27,"CO"
2021-02-02,"Colorado",8.07,2.31,"CO"
2021-02-03,"Colorado",8.21,2.44,"CO"
2021-02-04,"Colorado",8.43,2.6,"CO"
2021-02-05,"Colorado",8.6,2.82,"CO"
2021-02-06,"Colorado",8.89,3.11,"CO"
2021-02-07,"Colorado",9.18,3.43,"CO"
2021-02-08,"Colorado",9.38,3.61,"CO"
2021-02-09,"Colorado",9.41,3.67,"CO"
2021-02-10,"Colorado",9.68,3.92,"CO"
2021-02-11,"Colorado",9.92,4.16,"CO"
2021-02-12,"Colorado",10.18,4.41,"CO"
2021-02-13,"Colorado",10.58,4.72,"CO"
2021-02-14,"Colorado",10.96,5.05,"CO"
2021-02-15,"Colorado",NA,NA,"CO"
2021-02-16,"Colorado",11.93,5.37,"CO"
2021-02-17,"Colorado",12.24,5.46,"CO"
2021-02-18,"Colorado",12.58,5.6,"CO"
2021-02-19,"Colorado",13.56,6,"CO"
2021-02-20,"Colorado",13.91,6.26,"CO"
2021-02-21,"Colorado",14.19,6.57,"CO"
2021-02-22,"Colorado",14.44,6.81,"CO"
2021-02-23,"Colorado",14.46,6.83,"CO"
2021-02-24,"Colorado",14.71,7.18,"CO"
2021-02-25,"Colorado",14.93,7.4,"CO"
2021-02-26,"Colorado",15.21,7.63,"CO"
2021-02-27,"Colorado",15.23,7.65,"CO"
2021-02-28,"Colorado",15.65,8.02,"CO"
2021-03-01,"Colorado",16.06,8.33,"CO"
2021-03-02,"Colorado",16.25,8.42,"CO"
2021-03-03,"Colorado",16.57,8.67,"CO"
2021-03-04,"Colorado",16.88,8.91,"CO"
2021-03-05,"Colorado",17.23,9.14,"CO"
2021-03-06,"Colorado",17.7,9.54,"CO"
2021-03-07,"Colorado",18.17,9.86,"CO"
2021-03-08,"Colorado",18.19,9.93,"CO"
2021-03-09,"Colorado",18.44,10.16,"CO"
2021-03-10,"Colorado",18.92,10.58,"CO"
2021-03-11,"Colorado",19.69,11.12,"CO"
2021-03-12,"Colorado",20.24,11.55,"CO"
2021-03-13,"Colorado",20.84,12.07,"CO"
2021-03-14,"Colorado",20.84,12.07,"CO"
2021-03-15,"Colorado",21.4,12.51,"CO"
2021-03-16,"Colorado",21.52,12.65,"CO"
2021-03-17,"Colorado",21.92,12.97,"CO"
2021-03-18,"Colorado",22.33,13.3,"CO"
2021-03-19,"Colorado",22.93,13.6,"CO"
2021-03-20,"Colorado",23.94,14.55,"CO"
2021-03-21,"Colorado",24.54,15.05,"CO"
2021-03-22,"Colorado",24.81,15.25,"CO"
2021-03-23,"Colorado",25.2,15.45,"CO"
2021-03-24,"Colorado",25.62,15.63,"CO"
2021-03-25,"Colorado",26.23,15.85,"CO"
2021-03-26,"Colorado",26.94,16.1,"CO"
2021-03-27,"Colorado",27.64,16.43,"CO"
2021-03-28,"Colorado",28.47,16.79,"CO"
2021-03-29,"Colorado",28.91,16.95,"CO"
2021-03-30,"Colorado",29.39,17.21,"CO"
2021-03-31,"Colorado",29.88,17.51,"CO"
2021-04-01,"Colorado",30.5,17.86,"CO"
2021-04-02,"Colorado",31.13,18.25,"CO"
2021-04-03,"Colorado",31.9,18.78,"CO"
2021-04-04,"Colorado",32.82,19.25,"CO"
2021-04-05,"Colorado",33.15,19.43,"CO"
2021-04-06,"Colorado",33.6,19.65,"CO"
2021-04-07,"Colorado",34.35,20.09,"CO"
2021-04-08,"Colorado",34.91,20.51,"CO"
2021-04-09,"Colorado",35.55,20.97,"CO"
