"date","state","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","abb"
2021-02-27,"South Carolina",14.09,6.42,"SC"
2021-02-28,"South Carolina",14.33,6.71,"SC"
2021-03-01,"South Carolina",14.67,6.94,"SC"
2021-03-02,"South Carolina",14.75,6.99,"SC"
2021-03-03,"South Carolina",14.93,7.34,"SC"
2021-03-04,"South Carolina",15.24,8,"SC"
2021-03-05,"South Carolina",15.55,8.26,"SC"
2021-03-06,"South Carolina",16,8.82,"SC"
2021-03-07,"South Carolina",16.54,9.48,"SC"
2021-03-08,"South Carolina",16.96,9.7,"SC"
2021-03-09,"South Carolina",17.19,9.82,"SC"
2021-03-10,"South Carolina",17.53,10.03,"SC"
2021-03-11,"South Carolina",18.03,10.32,"SC"
2021-03-12,"South Carolina",18.45,10.59,"SC"
2021-03-13,"South Carolina",19.76,11.16,"SC"
2021-03-14,"South Carolina",19.77,11.16,"SC"
2021-03-15,"South Carolina",20.24,11.38,"SC"
2021-03-16,"South Carolina",20.39,11.45,"SC"
2021-03-17,"South Carolina",20.7,11.61,"SC"
2021-03-18,"South Carolina",21.22,11.84,"SC"
2021-03-19,"South Carolina",21.73,12.08,"SC"
2021-03-20,"South Carolina",22.03,12.24,"SC"
2021-03-21,"South Carolina",22.74,12.49,"SC"
2021-03-22,"South Carolina",23.29,12.75,"SC"
2021-03-23,"South Carolina",23.49,12.82,"SC"
2021-03-24,"South Carolina",24.06,13.08,"SC"
2021-03-25,"South Carolina",24.55,13.33,"SC"
2021-03-26,"South Carolina",25.15,13.59,"SC"
2021-03-27,"South Carolina",25.75,13.95,"SC"
2021-03-28,"South Carolina",26.32,14.34,"SC"
2021-03-29,"South Carolina",26.78,14.69,"SC"
2021-03-30,"South Carolina",26.95,14.81,"SC"
2021-03-31,"South Carolina",27.26,15.04,"SC"
2021-04-01,"South Carolina",27.72,15.4,"SC"
2021-04-02,"South Carolina",28.32,15.82,"SC"
2021-04-03,"South Carolina",28.36,15.86,"SC"
2021-04-04,"South Carolina",28.9,16.5,"SC"
2021-04-05,"South Carolina",29.15,16.72,"SC"
2021-04-06,"South Carolina",29.28,16.83,"SC"
2021-04-07,"South Carolina",29.68,17.24,"SC"
2021-04-08,"South Carolina",30.74,18.32,"SC"
2021-04-09,"South Carolina",31.28,18.78,"SC"
2021-04-10,"South Carolina",31.77,19.39,"SC"
2021-04-11,"South Carolina",32.31,20.11,"SC"
2021-04-12,"South Carolina",32.66,20.58,"SC"
2021-01-12,"South Dakota",4.67,0.83,"SD"
2021-01-13,"South Dakota",4.84,0.9,"SD"
2021-01-14,"South Dakota",5.06,NA,"SD"
2021-01-15,"South Dakota",5.36,1.09,"SD"
2021-01-16,"South Dakota",NA,NA,"SD"
2021-01-17,"South Dakota",NA,NA,"SD"
2021-01-18,"South Dakota",NA,NA,"SD"
2021-01-19,"South Dakota",5.8,1.11,"SD"
2021-01-20,"South Dakota",5.94,1.12,"SD"
2021-01-21,"South Dakota",6.16,1.22,"SD"
2021-01-22,"South Dakota",6.42,1.56,"SD"
2021-01-23,"South Dakota",6.89,1.83,"SD"
2021-01-24,"South Dakota",7.13,1.95,"SD"
2021-01-25,"South Dakota",7.23,2.09,"SD"
2021-01-26,"South Dakota",7.24,2.12,"SD"
2021-01-27,"South Dakota",7.35,2.47,"SD"
2021-01-28,"South Dakota",7.59,2.77,"SD"
2021-01-29,"South Dakota",7.97,3.01,"SD"
2021-01-30,"South Dakota",8.39,3.23,"SD"
2021-01-31,"South Dakota",8.65,3.32,"SD"
2021-02-01,"South Dakota",8.71,3.45,"SD"
2021-02-02,"South Dakota",8.72,3.48,"SD"
2021-02-03,"South Dakota",8.93,3.6,"SD"
2021-02-04,"South Dakota",9.23,3.83,"SD"
2021-02-05,"South Dakota",9.71,4.02,"SD"
2021-02-06,"South Dakota",10.05,4.37,"SD"
2021-02-07,"South Dakota",10.35,4.49,"SD"
2021-02-08,"South Dakota",10.47,4.56,"SD"
2021-02-09,"South Dakota",10.48,4.57,"SD"
2021-02-10,"South Dakota",10.71,4.7,"SD"
2021-02-11,"South Dakota",11.06,4.95,"SD"
2021-02-12,"South Dakota",11.65,5.14,"SD"
2021-02-13,"South Dakota",12.01,5.5,"SD"
2021-02-14,"South Dakota",12.42,5.68,"SD"
2021-02-15,"South Dakota",NA,NA,"SD"
2021-02-16,"South Dakota",12.56,5.84,"SD"
2021-02-17,"South Dakota",12.82,5.92,"SD"
2021-02-18,"South Dakota",13.16,6.17,"SD"
2021-02-19,"South Dakota",16.84,7.81,"SD"
2021-02-20,"South Dakota",17.26,8.26,"SD"
2021-02-21,"South Dakota",17.72,8.56,"SD"
2021-02-22,"South Dakota",17.92,8.7,"SD"
2021-02-23,"South Dakota",18,8.77,"SD"
2021-02-24,"South Dakota",18.4,8.98,"SD"
2021-02-25,"South Dakota",18.93,9.3,"SD"
2021-02-26,"South Dakota",19.47,9.82,"SD"
2021-02-27,"South Dakota",20.19,10.2,"SD"
2021-02-28,"South Dakota",20.8,10.62,"SD"
2021-03-01,"South Dakota",21.06,10.79,"SD"
2021-03-02,"South Dakota",21.1,10.8,"SD"
2021-03-03,"South Dakota",21.47,11,"SD"
2021-03-04,"South Dakota",21.93,11.36,"SD"
2021-03-05,"South Dakota",22.48,11.9,"SD"
2021-03-06,"South Dakota",23.31,12.24,"SD"
2021-03-07,"South Dakota",23.9,12.62,"SD"
2021-03-08,"South Dakota",24.1,12.86,"SD"
2021-03-09,"South Dakota",24.15,12.87,"SD"
2021-03-10,"South Dakota",24.53,13.12,"SD"
2021-03-11,"South Dakota",25.03,13.53,"SD"
2021-03-12,"South Dakota",25.55,14.13,"SD"
2021-03-13,"South Dakota",26.33,14.73,"SD"
2021-03-14,"South Dakota",27.35,15.22,"SD"
2021-03-15,"South Dakota",27.62,15.62,"SD"
2021-03-16,"South Dakota",27.73,15.68,"SD"
2021-03-17,"South Dakota",28.06,15.96,"SD"
2021-03-18,"South Dakota",28.48,16.48,"SD"
2021-03-19,"South Dakota",28.95,17.22,"SD"
2021-03-20,"South Dakota",29.59,17.87,"SD"
2021-03-21,"South Dakota",30.21,18.47,"SD"
2021-03-22,"South Dakota",30.4,18.68,"SD"
2021-03-23,"South Dakota",30.5,18.7,"SD"
2021-03-24,"South Dakota",31.03,19.02,"SD"
2021-03-25,"South Dakota",31.6,19.51,"SD"
2021-03-26,"South Dakota",32.41,20.12,"SD"
2021-03-27,"South Dakota",33.29,20.98,"SD"
2021-03-28,"South Dakota",33.98,21.62,"SD"
2021-03-29,"South Dakota",34.32,21.93,"SD"
2021-03-30,"South Dakota",34.42,22.01,"SD"
2021-03-31,"South Dakota",34.85,22.39,"SD"
2021-04-01,"South Dakota",35.37,22.87,"SD"
2021-04-02,"South Dakota",36.02,23.45,"SD"
2021-04-03,"South Dakota",37.04,24.13,"SD"
2021-04-04,"South Dakota",37.57,24.79,"SD"
2021-04-05,"South Dakota",37.81,24.98,"SD"
2021-04-06,"South Dakota",37.85,25.01,"SD"
2021-04-07,"South Dakota",38.28,25.34,"SD"
2021-04-08,"South Dakota",38.9,25.96,"SD"
2021-04-09,"South Dakota",39.61,26.6,"SD"
2021-04-10,"South Dakota",40.39,27.49,"SD"
2021-04-11,"South Dakota",41.01,28.25,"SD"
2021-04-12,"South Dakota",41.24,28.49,"SD"
2021-01-12,"Tennessee",2.1,0.26,"TN"
2021-01-13,"Tennessee",2.21,0.35,"TN"
2021-01-14,"Tennessee",3.5,NA,"TN"
2021-01-15,"Tennessee",3.88,0.55,"TN"
2021-01-16,"Tennessee",NA,NA,"TN"
2021-01-17,"Tennessee",NA,NA,"TN"
2021-01-18,"Tennessee",NA,NA,"TN"
2021-01-19,"Tennessee",4.43,0.72,"TN"
2021-01-20,"Tennessee",4.48,0.76,"TN"
2021-01-21,"Tennessee",4.59,0.9,"TN"
2021-01-22,"Tennessee",4.75,1.12,"TN"
2021-01-23,"Tennessee",4.92,1.28,"TN"
2021-01-24,"Tennessee",5.19,1.41,"TN"
2021-01-25,"Tennessee",5.3,1.46,"TN"
2021-01-26,"Tennessee",5.35,1.49,"TN"
2021-01-27,"Tennessee",5.48,1.65,"TN"
2021-01-28,"Tennessee",5.65,1.8,"TN"
2021-01-29,"Tennessee",5.87,2.1,"TN"
2021-01-30,"Tennessee",6.1,2.28,"TN"
2021-01-31,"Tennessee",6.42,2.48,"TN"
2021-02-01,"Tennessee",6.56,2.61,"TN"
2021-02-02,"Tennessee",6.6,2.63,"TN"
2021-02-03,"Tennessee",6.78,2.82,"TN"
2021-02-04,"Tennessee",7,2.99,"TN"
2021-02-05,"Tennessee",7.33,3.16,"TN"
2021-02-06,"Tennessee",7.64,3.34,"TN"
2021-02-07,"Tennessee",7.96,3.58,"TN"
2021-02-08,"Tennessee",8.11,3.64,"TN"
2021-02-09,"Tennessee",8.18,3.67,"TN"
2021-02-10,"Tennessee",8.45,3.8,"TN"
2021-02-11,"Tennessee",8.71,3.92,"TN"
2021-02-12,"Tennessee",9.05,4.1,"TN"
2021-02-13,"Tennessee",9.29,4.22,"TN"
2021-02-14,"Tennessee",9.66,4.45,"TN"
2021-02-15,"Tennessee",NA,NA,"TN"
2021-02-16,"Tennessee",9.89,4.59,"TN"
2021-02-17,"Tennessee",9.96,4.61,"TN"
2021-02-18,"Tennessee",10.13,4.67,"TN"
2021-02-19,"Tennessee",10.84,4.96,"TN"
2021-02-20,"Tennessee",10.96,5.05,"TN"
2021-02-21,"Tennessee",11.09,5.2,"TN"
2021-02-22,"Tennessee",11.09,5.22,"TN"
2021-02-23,"Tennessee",11.14,5.29,"TN"
2021-02-24,"Tennessee",11.39,5.57,"TN"
2021-02-25,"Tennessee",11.64,5.81,"TN"
2021-02-26,"Tennessee",12.03,6.09,"TN"
2021-02-27,"Tennessee",12.37,6.38,"TN"
2021-02-28,"Tennessee",12.87,6.71,"TN"
2021-03-01,"Tennessee",13.23,6.86,"TN"
2021-03-02,"Tennessee",13.35,6.89,"TN"
2021-03-03,"Tennessee",13.81,7.14,"TN"
2021-03-04,"Tennessee",14.14,7.35,"TN"
2021-03-05,"Tennessee",14.5,7.67,"TN"
2021-03-06,"Tennessee",14.87,7.88,"TN"
2021-03-07,"Tennessee",15.25,8.27,"TN"
2021-03-08,"Tennessee",15.5,8.39,"TN"
2021-03-09,"Tennessee",15.58,8.43,"TN"
2021-03-10,"Tennessee",15.99,8.67,"TN"
2021-03-11,"Tennessee",16.45,8.89,"TN"
2021-03-12,"Tennessee",17.01,9.13,"TN"
2021-03-13,"Tennessee",17.6,9.37,"TN"
2021-03-14,"Tennessee",18.13,9.66,"TN"
2021-03-15,"Tennessee",18.45,9.82,"TN"
2021-03-16,"Tennessee",18.53,9.88,"TN"
2021-03-17,"Tennessee",19.04,10.07,"TN"
2021-03-18,"Tennessee",19.54,10.29,"TN"
2021-03-19,"Tennessee",19.93,10.49,"TN"
2021-03-20,"Tennessee",20.42,10.73,"TN"
2021-03-21,"Tennessee",20.98,11.02,"TN"
2021-03-22,"Tennessee",21.27,11.25,"TN"
2021-03-23,"Tennessee",21.4,11.34,"TN"
2021-03-24,"Tennessee",21.9,11.62,"TN"
2021-03-25,"Tennessee",22.42,11.94,"TN"
2021-03-26,"Tennessee",23.04,12.26,"TN"
2021-03-27,"Tennessee",23.61,12.63,"TN"
2021-03-28,"Tennessee",24.12,13.14,"TN"
2021-03-29,"Tennessee",24.44,13.36,"TN"
2021-03-30,"Tennessee",24.56,13.44,"TN"
2021-03-31,"Tennessee",25.07,13.8,"TN"
2021-04-01,"Tennessee",25.64,14.24,"TN"
2021-04-02,"Tennessee",26.2,14.63,"TN"
2021-04-03,"Tennessee",26.8,15.15,"TN"
2021-04-04,"Tennessee",27.15,15.44,"TN"
2021-04-05,"Tennessee",27.38,15.58,"TN"
2021-04-06,"Tennessee",27.43,15.62,"TN"
2021-04-07,"Tennessee",27.82,16.04,"TN"
2021-04-08,"Tennessee",28.38,16.53,"TN"
2021-04-09,"Tennessee",28.94,16.97,"TN"
2021-04-10,"Tennessee",29.48,17.46,"TN"
2021-04-11,"Tennessee",30.02,17.98,"TN"
2021-04-12,"Tennessee",30.29,18.2,"TN"
2021-01-12,"Texas",2.79,0.35,"TX"
2021-01-13,"Texas",2.97,0.4,"TX"
2021-01-14,"Texas",3.16,NA,"TX"
2021-01-15,"Texas",3.46,0.54,"TX"
2021-01-16,"Texas",NA,NA,"TX"
2021-01-17,"Texas",NA,NA,"TX"
2021-01-18,"Texas",NA,NA,"TX"
2021-01-19,"Texas",4.22,0.62,"TX"
2021-01-20,"Texas",4.42,0.65,"TX"
2021-01-21,"Texas",4.61,0.71,"TX"
2021-01-22,"Texas",4.87,0.8,"TX"
2021-01-23,"Texas",5.09,0.87,"TX"
2021-01-24,"Texas",5.18,0.89,"TX"
2021-01-25,"Texas",5.28,0.93,"TX"
2021-01-26,"Texas",5.57,1.04,"TX"
2021-01-27,"Texas",5.69,1.12,"TX"
2021-01-28,"Texas",5.97,1.29,"TX"
2021-01-29,"Texas",6.22,1.43,"TX"
2021-01-30,"Texas",6.51,1.56,"TX"
2021-01-31,"Texas",6.65,1.65,"TX"
2021-02-01,"Texas",6.87,1.73,"TX"
2021-02-02,"Texas",6.87,1.73,"TX"
2021-02-03,"Texas",7.2,1.95,"TX"
2021-02-04,"Texas",7.52,2.15,"TX"
2021-02-05,"Texas",7.79,2.31,"TX"
2021-02-06,"Texas",8.18,2.53,"TX"
2021-02-07,"Texas",8.5,2.69,"TX"
2021-02-08,"Texas",8.67,2.78,"TX"
2021-02-09,"Texas",8.93,2.91,"TX"
2021-02-10,"Texas",9.22,3.08,"TX"
2021-02-11,"Texas",9.47,3.31,"TX"
2021-02-12,"Texas",9.78,3.57,"TX"
2021-02-13,"Texas",10.01,3.81,"TX"
2021-02-14,"Texas",10.24,4,"TX"
2021-02-15,"Texas",NA,NA,"TX"
2021-02-16,"Texas",10.48,4.19,"TX"
2021-02-17,"Texas",10.55,4.31,"TX"
2021-02-18,"Texas",10.59,4.34,"TX"
2021-02-19,"Texas",11.06,4.59,"TX"
2021-02-20,"Texas",11.18,4.72,"TX"
2021-02-21,"Texas",11.27,4.83,"TX"
2021-02-22,"Texas",11.38,4.95,"TX"
2021-02-23,"Texas",11.48,5.15,"TX"
2021-02-24,"Texas",11.67,5.39,"TX"
2021-02-25,"Texas",11.4,5.51,"TX"
2021-02-26,"Texas",11.66,5.8,"TX"
2021-02-27,"Texas",11.88,5.96,"TX"
2021-02-28,"Texas",12.18,6.22,"TX"
2021-03-01,"Texas",12.18,6.22,"TX"
2021-03-02,"Texas",12.88,6.84,"TX"
2021-03-03,"Texas",13.28,7.24,"TX"
2021-03-04,"Texas",13.64,7.5,"TX"
2021-03-05,"Texas",14.13,7.71,"TX"
2021-03-06,"Texas",14.65,7.99,"TX"
2021-03-07,"Texas",14.88,8.11,"TX"
2021-03-08,"Texas",15.2,8.25,"TX"
2021-03-09,"Texas",15.78,8.49,"TX"
2021-03-10,"Texas",16.35,8.76,"TX"
2021-03-11,"Texas",16.88,8.96,"TX"
2021-03-12,"Texas",17.59,9.28,"TX"
2021-03-13,"Texas",18.25,9.58,"TX"
2021-03-14,"Texas",18.68,9.75,"TX"
2021-03-15,"Texas",19,9.89,"TX"
2021-03-16,"Texas",19.32,9.99,"TX"
2021-03-17,"Texas",19.83,10.14,"TX"
2021-03-18,"Texas",20.39,10.3,"TX"
2021-03-19,"Texas",20.87,10.46,"TX"
2021-03-20,"Texas",21.37,10.64,"TX"
2021-03-21,"Texas",21.8,10.84,"TX"
2021-03-22,"Texas",22.04,11.01,"TX"
2021-03-23,"Texas",22.3,11.14,"TX"
2021-03-24,"Texas",22.26,11.16,"TX"
2021-03-25,"Texas",22.91,11.52,"TX"
2021-03-26,"Texas",23.52,11.88,"TX"
2021-03-27,"Texas",24.04,12.34,"TX"
2021-03-28,"Texas",24.48,12.71,"TX"
2021-03-29,"Texas",24.87,12.95,"TX"
2021-03-30,"Texas",25.3,13.32,"TX"
2021-03-31,"Texas",25.79,13.7,"TX"
2021-04-01,"Texas",26.38,14.32,"TX"
2021-04-02,"Texas",27.02,14.97,"TX"
2021-04-03,"Texas",27.48,15.36,"TX"
2021-04-04,"Texas",27.94,15.74,"TX"
2021-04-05,"Texas",28.46,16.11,"TX"
2021-04-06,"Texas",28.87,16.54,"TX"
2021-04-07,"Texas",29.32,16.94,"TX"
2021-04-08,"Texas",29.86,17.48,"TX"
2021-04-09,"Texas",30.64,18.16,"TX"
2021-04-10,"Texas",31.53,18.98,"TX"
2021-04-11,"Texas",32.05,19.49,"TX"
2021-04-12,"Texas",32.42,19.86,"TX"
2021-01-12,"Utah",2.83,0.14,"UT"
2021-01-13,"Utah",3.06,0.19,"UT"
2021-01-14,"Utah",3.24,NA,"UT"
2021-01-15,"Utah",3.57,0.33,"UT"
2021-01-16,"Utah",NA,NA,"UT"
2021-01-17,"Utah",NA,NA,"UT"
2021-01-18,"Utah",NA,NA,"UT"
2021-01-19,"Utah",4.49,0.48,"UT"
2021-01-20,"Utah",4.98,0.51,"UT"
2021-01-21,"Utah",5.19,0.54,"UT"
2021-01-22,"Utah",5.47,0.65,"UT"
2021-01-23,"Utah",5.47,0.65,"UT"
2021-01-24,"Utah",5.47,0.65,"UT"
2021-01-25,"Utah",6.09,0.8,"UT"
2021-01-26,"Utah",6.13,0.81,"UT"
2021-01-27,"Utah",6.27,0.94,"UT"
2021-01-28,"Utah",6.27,0.94,"UT"
2021-01-29,"Utah",6.85,1.28,"UT"
2021-01-30,"Utah",7.1,1.43,"UT"
2021-01-31,"Utah",7.1,1.43,"UT"
2021-02-01,"Utah",7.63,1.95,"UT"
2021-02-02,"Utah",7.66,1.97,"UT"
2021-02-03,"Utah",7.66,1.97,"UT"
2021-02-04,"Utah",8.07,2.34,"UT"
2021-02-05,"Utah",8.46,2.52,"UT"
2021-02-06,"Utah",8.87,2.75,"UT"
2021-02-07,"Utah",8.87,2.75,"UT"
2021-02-08,"Utah",9.51,3.25,"UT"
2021-02-09,"Utah",9.58,3.3,"UT"
2021-02-10,"Utah",9.58,3.3,"UT"
2021-02-11,"Utah",9.58,3.3,"UT"
2021-02-12,"Utah",9.58,3.3,"UT"
2021-02-13,"Utah",9.58,3.3,"UT"
2021-02-14,"Utah",9.58,3.3,"UT"
2021-02-15,"Utah",NA,NA,"UT"
2021-02-16,"Utah",9.82,3.68,"UT"
2021-02-17,"Utah",9.82,3.68,"UT"
2021-02-18,"Utah",10.07,3.93,"UT"
2021-02-19,"Utah",10.7,4.24,"UT"
2021-02-20,"Utah",11.11,4.56,"UT"
2021-02-21,"Utah",11.12,4.56,"UT"
2021-02-22,"Utah",11.11,4.57,"UT"
2021-02-23,"Utah",11.12,4.57,"UT"
2021-02-24,"Utah",11.35,4.83,"UT"
2021-02-25,"Utah",11.79,5.26,"UT"
2021-02-26,"Utah",11.8,5.27,"UT"
2021-02-27,"Utah",12.21,5.53,"UT"
2021-02-28,"Utah",12.22,5.55,"UT"
2021-03-01,"Utah",12.22,5.55,"UT"
2021-03-02,"Utah",12.67,5.96,"UT"
2021-03-03,"Utah",13.18,6.14,"UT"
2021-03-04,"Utah",13.18,6.15,"UT"
2021-03-05,"Utah",14.23,6.45,"UT"
2021-03-06,"Utah",15.04,6.61,"UT"
2021-03-07,"Utah",15.05,6.63,"UT"
2021-03-08,"Utah",15.07,6.77,"UT"
2021-03-09,"Utah",15.99,7.38,"UT"
2021-03-10,"Utah",16.51,7.61,"UT"
2021-03-11,"Utah",16.52,7.62,"UT"
2021-03-12,"Utah",17.54,7.94,"UT"
2021-03-13,"Utah",18.34,8.15,"UT"
2021-03-14,"Utah",19.07,8.29,"UT"
2021-03-15,"Utah",19.1,8.3,"UT"
2021-03-16,"Utah",19.55,8.56,"UT"
2021-03-17,"Utah",19.94,8.77,"UT"
2021-03-18,"Utah",20.26,8.93,"UT"
2021-03-19,"Utah",20.27,8.94,"UT"
2021-03-20,"Utah",20.29,8.96,"UT"
2021-03-21,"Utah",21.71,9.55,"UT"
2021-03-22,"Utah",21.72,9.56,"UT"
2021-03-23,"Utah",22.12,9.7,"UT"
2021-03-24,"Utah",22.53,9.97,"UT"
2021-03-25,"Utah",23.21,10.3,"UT"
2021-03-26,"Utah",23.22,10.31,"UT"
2021-03-27,"Utah",24.44,10.9,"UT"
2021-03-28,"Utah",24.45,10.92,"UT"
2021-03-29,"Utah",24.46,10.92,"UT"
2021-03-30,"Utah",25.39,11.41,"UT"
2021-03-31,"Utah",25.4,11.41,"UT"
2021-04-01,"Utah",26.5,11.85,"UT"
2021-04-02,"Utah",26.51,11.85,"UT"
2021-04-03,"Utah",28.04,13.05,"UT"
2021-04-04,"Utah",28.06,13.06,"UT"
2021-04-05,"Utah",28.6,13.6,"UT"
2021-04-06,"Utah",28.91,13.8,"UT"
2021-04-07,"Utah",29.4,14.15,"UT"
2021-04-08,"Utah",30.11,14.62,"UT"
2021-04-09,"Utah",30.98,15.26,"UT"
2021-04-10,"Utah",31.79,16.07,"UT"
2021-04-11,"Utah",31.81,16.09,"UT"
2021-04-12,"Utah",31.81,16.12,"UT"
2021-01-12,"Vermont",NA,NA,"VT"
2021-01-13,"Vermont",NA,NA,"VT"
2021-01-14,"Vermont",4.26,NA,"VT"
2021-01-15,"Vermont",4.54,0.66,"VT"
2021-01-16,"Vermont",NA,NA,"VT"
2021-01-17,"Vermont",NA,NA,"VT"
2021-01-18,"Vermont",NA,NA,"VT"
2021-01-19,"Vermont",5.52,0.98,"VT"
2021-01-20,"Vermont",5.55,0.99,"VT"
2021-01-21,"Vermont",5.81,1.05,"VT"
2021-01-22,"Vermont",6.16,1.27,"VT"
2021-01-23,"Vermont",6.49,1.42,"VT"
2021-01-24,"Vermont",6.72,1.58,"VT"
2021-01-25,"Vermont",6.95,1.63,"VT"
2021-01-26,"Vermont",7.05,1.66,"VT"
2021-01-27,"Vermont",7.13,1.73,"VT"
2021-01-28,"Vermont",7.43,1.99,"VT"
2021-01-29,"Vermont",7.61,2.27,"VT"
2021-01-30,"Vermont",7.77,2.44,"VT"
2021-01-31,"Vermont",8.1,2.64,"VT"
2021-02-01,"Vermont",8.65,2.94,"VT"
2021-02-02,"Vermont",8.81,3.03,"VT"
2021-02-03,"Vermont",8.87,3.08,"VT"
2021-02-04,"Vermont",9.01,3.34,"VT"
2021-02-05,"Vermont",9.2,3.6,"VT"
2021-02-06,"Vermont",9.4,3.88,"VT"
2021-02-07,"Vermont",9.75,4.19,"VT"
2021-02-08,"Vermont",10.1,4.35,"VT"
2021-02-09,"Vermont",10.4,4.49,"VT"
2021-02-10,"Vermont",10.51,4.51,"VT"
2021-02-11,"Vermont",10.74,4.76,"VT"
2021-02-12,"Vermont",11,5,"VT"
2021-02-13,"Vermont",11.27,5.16,"VT"
2021-02-14,"Vermont",11.72,5.37,"VT"
2021-02-15,"Vermont",NA,NA,"VT"
2021-02-16,"Vermont",12.5,5.89,"VT"
2021-02-17,"Vermont",12.63,5.92,"VT"
2021-02-18,"Vermont",12.76,6.15,"VT"
2021-02-19,"Vermont",13.88,6.54,"VT"
2021-02-20,"Vermont",14.24,6.9,"VT"
2021-02-21,"Vermont",14.73,7.21,"VT"
2021-02-22,"Vermont",14.8,7.33,"VT"
2021-02-23,"Vermont",15.07,7.48,"VT"
2021-02-24,"Vermont",15.2,7.51,"VT"
2021-02-25,"Vermont",15.44,7.72,"VT"
2021-02-26,"Vermont",15.82,7.91,"VT"
2021-02-27,"Vermont",16.27,8.27,"VT"
2021-02-28,"Vermont",16.76,8.68,"VT"
2021-03-01,"Vermont",17.19,9.12,"VT"
2021-03-02,"Vermont",17.5,9.37,"VT"
2021-03-03,"Vermont",17.68,9.45,"VT"
2021-03-04,"Vermont",17.93,9.61,"VT"
2021-03-05,"Vermont",18.41,9.73,"VT"
2021-03-06,"Vermont",18.96,9.93,"VT"
2021-03-07,"Vermont",19.69,10.33,"VT"
2021-03-08,"Vermont",20.35,10.82,"VT"
2021-03-09,"Vermont",20.91,11.08,"VT"
2021-03-10,"Vermont",21.28,11.21,"VT"
2021-03-11,"Vermont",21.78,11.48,"VT"
2021-03-12,"Vermont",22.4,11.71,"VT"
2021-03-13,"Vermont",23.9,12.46,"VT"
2021-03-14,"Vermont",23.9,12.46,"VT"
2021-03-15,"Vermont",24.68,12.85,"VT"
2021-03-16,"Vermont",25.11,13.19,"VT"
2021-03-17,"Vermont",25.43,13.49,"VT"
2021-03-18,"Vermont",26.06,13.82,"VT"
2021-03-19,"Vermont",26.83,14.13,"VT"
2021-03-20,"Vermont",27.61,14.47,"VT"
2021-03-21,"Vermont",28.44,14.94,"VT"
2021-03-22,"Vermont",28.8,15.09,"VT"
2021-03-23,"Vermont",29.39,15.51,"VT"
2021-03-24,"Vermont",29.78,15.76,"VT"
2021-03-25,"Vermont",30.2,16.02,"VT"
2021-03-26,"Vermont",30.79,16.46,"VT"
2021-03-27,"Vermont",31.43,16.87,"VT"
2021-03-28,"Vermont",31.99,17.41,"VT"
2021-03-29,"Vermont",32.58,17.81,"VT"
2021-03-30,"Vermont",33.17,18.38,"VT"
2021-03-31,"Vermont",33.52,18.86,"VT"
2021-04-01,"Vermont",33.99,19.22,"VT"
2021-04-02,"Vermont",34.66,19.91,"VT"
2021-04-03,"Vermont",36.36,21.33,"VT"
2021-04-04,"Vermont",36.39,21.44,"VT"
2021-04-05,"Vermont",37.25,22.19,"VT"
2021-04-06,"Vermont",37.75,22.67,"VT"
2021-04-07,"Vermont",38.16,22.87,"VT"
2021-04-08,"Vermont",38.63,23.32,"VT"
2021-04-09,"Vermont",39.47,24.23,"VT"
2021-04-10,"Vermont",40.47,25.37,"VT"
2021-04-11,"Vermont",41.38,26.22,"VT"
2021-04-12,"Vermont",42.46,27.21,"VT"
2021-01-12,"Virginia",NA,NA,"VA"
2021-01-13,"Virginia",NA,NA,"VA"
2021-01-14,"Virginia",2.26,NA,"VA"
2021-01-15,"Virginia",2.52,0.33,"VA"
2021-01-16,"Virginia",NA,NA,"VA"
2021-01-17,"Virginia",NA,NA,"VA"
2021-01-18,"Virginia",NA,NA,"VA"
2021-01-19,"Virginia",3.4,0.41,"VA"
2021-01-20,"Virginia",3.56,0.44,"VA"
2021-01-21,"Virginia",3.75,0.47,"VA"
2021-01-22,"Virginia",4.15,0.54,"VA"
2021-01-23,"Virginia",4.41,0.57,"VA"
2021-01-24,"Virginia",4.61,0.6,"VA"
2021-01-25,"Virginia",4.87,0.7,"VA"
2021-01-26,"Virginia",5.82,0.85,"VA"
2021-01-27,"Virginia",6.14,0.93,"VA"
2021-01-28,"Virginia",6.48,1.05,"VA"
2021-01-29,"Virginia",7.02,1.17,"VA"
2021-01-30,"Virginia",7.6,1.3,"VA"
2021-01-31,"Virginia",8.06,1.39,"VA"
2021-02-01,"Virginia",8.41,1.48,"VA"
2021-02-02,"Virginia",8.69,1.55,"VA"
2021-02-03,"Virginia",8.88,1.62,"VA"
2021-02-04,"Virginia",9.07,1.72,"VA"
2021-02-05,"Virginia",9.44,1.87,"VA"
2021-02-06,"Virginia",9.87,2.12,"VA"
2021-02-07,"Virginia",10.26,2.32,"VA"
2021-02-08,"Virginia",10.51,2.45,"VA"
2021-02-09,"Virginia",10.68,2.58,"VA"
2021-02-10,"Virginia",10.84,2.71,"VA"
2021-02-11,"Virginia",11.07,2.9,"VA"
2021-02-12,"Virginia",11.38,3.2,"VA"
2021-02-13,"Virginia",11.64,3.59,"VA"
2021-02-14,"Virginia",11.77,3.75,"VA"
2021-02-15,"Virginia",NA,NA,"VA"
2021-02-16,"Virginia",12.26,4.15,"VA"
2021-02-17,"Virginia",12.42,4.32,"VA"
2021-02-18,"Virginia",12.61,4.64,"VA"
